"name","address","price","lon","lat"
"日月星舞","南投縣 魚池鄉大林村永川巷12之8號",1700,120.943644,23.882671
"月光會館","南投縣 魚池鄉新城村通文巷21-9號",2000,120.9239643,23.9066388
"朵麗絲的家","南投縣 魚池鄉日月潭中山路123號",2990,120.912013,23.865689
"水岸休閒飯店","南投縣 魚池鄉日月村文化街112號",2000,120.9299851,23.848655
"朝霧渡假小棧","南投縣 魚池鄉日月潭中山路31號",3900,120.9165634,23.8690886
"秀水渡假旅店","南投縣 魚池鄉魚池村秀水巷25之6,25之7號",1500,120.9380518,23.8963524
"東光知性","南投縣 魚池鄉東光村興善巷57-3號",1200,120.96544,23.8864811
"日月潭花鳥新村民宿","南投縣 魚池鄉東光村水尾巷4之5號",1700,120.9604764,23.8947878
"稻香亭民宿","南投縣 魚池鄉大林村金天巷11號",1180,120.943523,23.87451
"綠野鄉居民宿","南投縣 魚池鄉大雁村大雁巷47之5號",1300,120.9185007,23.9187345
"九族民宿渡假小屋","南投縣 魚池鄉大林村金天巷69之5號",1750,120.9497447,23.8766238
"潔坊琳居","南投縣 魚池鄉共和村長興巷7之9號",2000,120.9526901,23.8997739
"桂月村","南投縣 魚池鄉水社村名勝街28號",2180,120.9111758,23.8647109
"山水雅筑","南投縣 魚池鄉中明村有水巷4之1號",1600,120.925402,23.8793351
"山泉水民宿","南投縣 魚池鄉大雁村大雁巷47之6號",1400,120.917941,23.91893
"天月水色","南投縣 魚池鄉日月村義勇街88號",3000,120.930947,23.8483854
"靜心園鄉居","南投縣 魚池鄉大雁村大雁巷29-1號",2000,120.919926,23.920664
"有水巷","南投縣 魚池鄉中明村有水巷28之17號",1800,120.922623,23.8859124
"山中城宝","南投縣 魚池鄉中明村有水巷35之3號",2500,120.9264752,23.8923011
"達琳谷灣","南投縣 魚池鄉日月村文化街80號",1500,120.9305071,23.8481185
"長虹渡假民宿","南投縣 魚池鄉魚池村秀水巷25-36號",1600,120.9376346,23.8954702
"薇勝客居","南投縣 魚池鄉新城村通文巷48之3號",1600,120.925338,23.9099102
"伊達邵民宿","南投縣 魚池鄉日月村中正路270號",1800,120.9326152,23.8477112
"魚雅筑渡假村","南投縣 魚池鄉五城村華龍巷56之2號",1800,120.8886418,23.909199
"清平樂村居","南投縣 魚池鄉大雁村大雁巷26之5號",1500,120.9184807,23.9179915
"美真舘","南投縣 魚池鄉日月潭中山路125號",1500,120.9120059,23.8657601
"明湖采堤渡假館","南投縣 魚池鄉日月潭名勝街15之1號",2400,120.9115271,23.8646594
"麗池藍天休閒民宿","南投縣 魚池鄉秀水巷25之20號",2200,120.937648,23.895582
"湖悅景觀民宿","南投縣 魚池鄉日月村義勇街113號",3500,120.9302719,23.8488772
"日月星光渡假屋","南投縣 魚池鄉水社村中興路78之2號",1200,120.9107059,23.8646548
"蔓條絲裡～浮田小屋","南投縣 魚池鄉武登村協力巷1-7號",1200,120.8981114,23.8260206
"15-8鄉居","南投縣 魚池鄉新城村通文巷15之8號",2000,120.9304595,23.9084364
"晶彩民宿","南投縣 魚池鄉日月村日月街78號",1900,120.9311546,23.8485773
"雷克旅店","南投縣 魚池鄉日月村水沙連街27號",1800,120.9299871,23.8487248
"日月談水之道雅築","南投縣 魚池鄉魚池村瓊文巷18之23號",2000,120.9368321,23.8979413
"愛之屋(碼頭館)","南投縣 魚池鄉水社村名勝街34號",2500,120.9108264,23.864634
"夢想家","南投縣 魚池鄉日月村日月街75號",1800,120.9311613,23.8484045
"玥湖背包客讚","南投縣 魚池鄉中山路294號",600,120.9056798,23.8667126
"微笑方舟","南投縣 魚池鄉魚池村瓊文巷18之39號",2200,120.9368321,23.8979413
"老爹的家","南投縣 魚池鄉瓊文巷18之13號",450,120.9368321,23.8979413
"橙林小徑","南投縣 魚池鄉新城村通文巷6-6號",2200,120.9276625,23.9037266
"建成民宿","南投縣 魚池鄉日月潭中山路145號",1500,120.911602,23.8663541
"千甲農莊","南投縣 國姓鄉北山村中正路四段160-2號",1400,120.8723577,23.9817325
"春天民宿","南投縣 國姓鄉北港村長北路69號",5500,120.891285,24.0625399
"鄉村民宿","南投縣 國姓鄉北港村北原路59-1號",1200,120.927355,24.058478
"後頭厝","南投縣 國姓鄉北港村北原路30之9號",1800,120.9324672,24.0595115
"田園花卉民宿","南投縣 國姓鄉北港村長北路53-11號",2400,120.899341,24.060059
"北港溪沙八渡假村","南投縣 國姓鄉北港村北原路34-1號",3800,120.9347749,24.0625195
"百勝村民宿","南投縣 國姓鄉北港村國姓路87之9號",1300,120.908609,24.0536579
"禪松會館","南投縣 水里鄉頂崁村頂平路71巷11號",3360,120.8686072,23.7949648
"水里河堤咖啡民宿","南投縣 水里鄉東三街110號",1800,120.8540689,23.8140223
"老五民宿","南投縣 水里鄉上安村福田路29號",3200,120.8529439,23.7324441
"峰林山莊","南投縣 水里鄉頂崁村水信路一段429巷16號",1840,120.8632943,23.799293
"二坪山莊","南投縣 水里鄉鉅工村二坪路39巷13弄8號",1200,120.8602619,23.8143496
"達谷蘭溫泉農場","南投縣 信義鄉東埔村開高巷110之1號",3300,120.9265195,23.5610032
"雙龍客棧","南投縣 信義鄉雙龍村光復巷34-3號",1200,120.9462275,23.783811
"真和園","南投縣 信義鄉東埔村開高巷125-2號",1500,120.9127197,23.5723227
"岩石休閒民宿","南投縣 信義鄉地利村開信7-2號",2400,120.940774,23.792538
"四季星空館","嘉義縣 番路鄉公田村隙頂18號",2890,120.656453,23.419873
"當歸民宿","嘉義縣 番路鄉公田村龍頭路18之4號",3334,120.6487508,23.4480903
"雲登渡假會館","嘉義縣 番路鄉新福村4鄰第三農場136號",4950,120.5384587,23.4659609
"適合院休閒民宿","嘉義縣 番路鄉新福村公館仔10號",1400,120.5423015,23.4576875
"龍珠園民宿","嘉義縣 番路鄉番路村瓦厝仔11之1號",2100,120.563935,23.464262
"F Hotel(阿里山館)","嘉義縣 番路鄉下坑村8鄰下坑42之3號",2400,120.537011,23.4709119
"仲明居","嘉義縣 番路鄉公興村1鄰龍美19之1號",1200,120.64938,23.4029101
"欣加坡生態村","嘉義縣 梅山鄉瑞里村幼葉林77號",2240,120.671755,23.5394221
"阿漢的家","嘉義縣 梅山鄉瑞里村79號",2400,120.671755,23.5394221
"慢步雲端民宿","嘉義縣 梅山鄉瑞里村科子林15號",2200,120.669178,23.5305827
"一品茶葉","嘉義縣 梅山鄉瑞里村幼葉林102號",1760,120.6670222,23.539755
"孟宗築民宿","嘉義縣 梅山鄉瑞里村99之1號",1500,120.671755,23.5394221
"梅花山莊","嘉義縣 梅山鄉瑞里村幼葉林103 號",1400,120.667275,23.539865
"明月大船的家","嘉義縣 梅山鄉瑞里村幼葉林48號",1500,120.671755,23.5394221
"欣采民宿","嘉義縣 梅山鄉太和村樟樹湖27號",1500,120.711624,23.525879
"王鼎茶園","嘉義縣 梅山鄉瑞里村97號",1600,120.671755,23.5394221
"阿喜紫藤","嘉義縣 梅山鄉瑞里村10-3號",9000,120.671755,23.5394221
"賴坤陽的家","嘉義縣 梅山鄉瑞峰村新興寮22-1號",1500,120.6704671,23.5535006
"龍雲農場","嘉義縣 竹崎鄉中和村石棹1號",2500,120.703207,23.487854
"波希瓦舍民宿","嘉義縣 竹崎鄉竹崎村中山路6巷3之1號",1800,120.5355107,23.5000348
"火金姑民宿","嘉義縣 竹崎鄉光華村頂笨仔23之8號",2080,120.672798,23.479524
"野薑花民宿","嘉義縣 竹崎鄉瑞峰村7鄰坔埔5號",2600,120.6084832,23.5049724
"竹崎白樹腳驛棧","嘉義縣 竹崎鄉復金村20鄰白樹腳22號",2100,120.5682028,23.5297453
"山合院休閒民宿","嘉義縣 竹崎鄉鹿滿村鹿鳴路61號",1400,120.5333706,23.4987395
"伊莎貝爾花園","嘉義縣 竹崎鄉灣橋村8鄰下厝坑11號",3200,120.5187867,23.4894688
"雅竹居","嘉義縣 竹崎鄉中和村石棹6號",2400,120.699593,23.479705
"淵明居","嘉義縣 竹崎鄉中和村石槕4號",2900,120.6979245,23.4736409
"綠野仙蹤","嘉義縣 竹崎鄉光華村頂笨仔22號",1500,120.674616,23.4784861
"禾自然","嘉義縣 竹崎鄉中和村石棹2號",1300,120.703435,23.4778147
"石園民宿","嘉義縣 竹崎鄉中和村19鄰石棹15-1號",2000,120.703207,23.487854
"長青居","嘉義縣 竹崎鄉中和村石棹16號",1600,120.7021576,23.4750757
"湘泉木屋民宿","嘉義縣 竹崎鄉光華村9號",2000,120.6602534,23.4777083
"星光森林","嘉義縣 竹崎鄉金獅村出水坑18號",2560,120.6323019,23.5214833
"好假期民宿","嘉義縣 竹崎鄉光華村頂笨仔5之1號",1500,120.6804041,23.4854789
"頂峰休閒民宿","嘉義縣 竹崎鄉光華村柑仔宅31-3號",1200,120.6414226,23.4752956
"名陽園民宿","嘉義縣 竹崎鄉中和村石棹15號",1300,120.703435,23.4778147
"耀崧民宿","嘉義縣 竹崎鄉中和村石棹3號",NA,120.703435,23.4778147
"竹耕園","嘉義縣 竹崎鄉灣橋村田尾20號",NA,120.4860259,23.5001436
"茗苑民宿","嘉義縣 竹崎鄉中和村石棹13號",1800,120.7004191,23.4767233
"湘庭民宿","嘉義縣 竹崎鄉中和村石棹13之1號",1800,120.7004753,23.4767317
"天一民宿","嘉義縣 竹崎鄉中和村石棹25之2號",1500,120.703435,23.4778147
"綠花園民宿","嘉義縣 竹崎鄉光華村茄苳仔26-8號",2200,120.650502,23.481023
"香林薇拉民宿","嘉義縣 竹崎鄉竹崎村中山路6巷1號",1700,120.5513716,23.5249492
"禾園觀霧民宿","嘉義縣 竹崎鄉中和村石棹4之8號",2500,120.6996812,23.4800632
"Sunrise235莊園","嘉義縣 竹崎鄉中和村石棹25之3號",3600,120.703435,23.4778147
"奮起湖老街大飯店","嘉義縣 竹崎鄉中和村奮起湖185之1號",1400,120.698167,23.503945
"雅琇山莊","嘉義縣 竹崎鄉奮起湖159之1號",1200,120.695206,23.504877
"竺園","嘉義縣 竹崎鄉中和村石棹2之7號",1500,120.699,23.48191
"掌聲響起渡假會館","嘉義縣 阿里山鄉樂野村8鄰樂野209之6號",3040,120.7014574,23.4690425
"秘密遊","嘉義縣 阿里山鄉達邦村185之2號",2700,120.7491684,23.4532127
"高山青大飯店","嘉義縣 阿里山鄉中正村43號",1800,120.802147,23.508902
"阿里山賓館","嘉義縣 阿里山鄉香林村16號",6600,120.8062559,23.518646
"阿里山神木賓館","嘉義縣 阿里山鄉中正村50號",3060,120.802147,23.508902
"高峰大飯店","嘉義縣 阿里山鄉中正村東阿里山41號",2800,120.811682,23.5132
"阿里山青山別館","嘉義縣 阿里山鄉阿里山中正村42號",2400,120.8147849,23.516345
"大峯山莊","嘉義縣 阿里山鄉中正村東阿里山46號",2300,120.811682,23.5132
"閒雲居","嘉義縣 阿里山鄉樂野村8鄰210號",1500,120.7014574,23.4690425
"keupana給巴娜","嘉義縣 阿里山鄉達邦村108號",900,120.7530444,23.4562748
"茶雲居","嘉義縣 阿里山鄉樂野村樂野116之2號",2240,120.6936388,23.466297
"淳液園","嘉義縣 阿里山鄉茶山村茶山106號",1600,120.67503,23.2922495
"陽光綠景","嘉義縣 中埔鄉鹽館村鹽館26號",1000,120.539332,23.429046
"鶯山溫泉民宿","嘉義縣 中埔鄉石弄村14鄰36之23號",2880,120.5440842,23.4182146
"松竹梅民宿","嘉義縣 大埔鄉和平村雙溪14-2號",1400,120.599311,23.3005231
"船仔頭ㄟ厝","嘉義縣 東石鄉蔦松村船仔頭22-3號",1500,120.2195374,23.4731849
"蟀哥農家民宿","嘉義縣 六腳鄉六腳村10號",2800,120.2498305,23.5110109
"老家民宿","嘉義縣 新港鄉菜公村咬仔竹33號",2000,120.3596878,23.5329537
"陶鄉民宿","嘉義縣 新港鄉板頭村1鄰板頭厝45之2號",1600,120.3216471,23.5656306
"悅來居","嘉義縣 民雄鄉秀林村75之3號",2000,120.478965,23.5088262
"龍山林民宿","嘉義縣 民雄鄉東湖村東勢湖1453號",1200,120.435918,23.5482815
"白鶴仙境","嘉義縣 民雄鄉北斗村北勢子路460號",980,120.461686,23.5393375
"禾樂居民宿","嘉義縣 大林鎮三角里3鄰北勢41之3號",1600,120.4962417,23.6229597
"沙灘獨木舟民宿","嘉義縣 布袋鎮海興街246號",400,120.1493972,23.383268
"台灣詩路","台南市 鹽水區田寮里68號",1200,120.2238654,23.2776654
"沐春會館","台南市 白河區關嶺里關子嶺27號",5800,120.504676,23.336051
"長奕雅築","台南市 白河區大竹里13鄰194之60號",1500,120.421259,23.366413
"尚達礦泥溫泉山莊","台南市 白河區關嶺里關子嶺31-18號",2500,120.5051334,23.3389957
"柚香園","台南市 白河區蓮潭里北埔10之10號",1200,120.403984,23.4079169
"布農工坊","台南市 白河區仙草里6鄰69號",2200,120.4813531,23.3425124
"芳谷溫泉小棧","台南市 白河區關子嶺24之11號",2500,120.5052631,23.3376668
"景大渡假莊園","台南市 白河區關子嶺56號",3000,120.505583,23.331822
"林桂園石泉會館","台南市 白河區關嶺里53之18號",3900,120.5051334,23.3389957
"丞翔園農莊","台南市 白河區虎山里78之6號",1600,120.4559258,23.3530109
"蟬園","台南市 白河區六溪里六重溪76-15號",1200,120.4654018,23.3102431
"毓軒園","台南市 白河區玉豐里海豐厝49之56號",1500,120.4223299,23.3778932
"關山嶺泥礦溫泉山莊","台南市 白河區關仔嶺65-10號",2800,120.5030186,23.3336624
"虎山驛站","台南市 白河區虎山里83號",2000,120.4559258,23.3530109
"儷泉民宿","台南市 白河區關嶺里43-3號",2500,120.503569,23.3358069
"千霞園","台南市 白河區六溪里六重溪123號",2470,120.4779754,23.3127248
"明園溫泉別莊","台南市 白河區關嶺里關子嶺粗坑84號",1500,120.500069,23.334893
"尖山埤江南渡假村","台南市 柳營區旭山里60號",5104,120.4011911,23.2494369
"南元花園休閒農場","台南市 柳營區果毅里南湖25號",12000,120.376036,23.245863
"荷蘭井湧泉","台南市 後壁區菁寮里菁寮老街荷蘭井129號",600,120.3176041,23.382543
"仙湖農場","台南市 東山區南勢里賀老寮一鄰6-2號",2380,120.478528,23.268956
"向陽田園居","台南市 東山區大客村凹仔腳56之7",900,120.447285,23.2825014
"五隆園民宿","台南市 東山區高原里李子園108之4號",1800,120.4962417,23.28544
"董娘美食生活館","台南市 東山區大客村46-18號",1000,120.447285,23.2825014
"睫毛不翹的驢子","台南市 麻豆區港尾里15鄰客子寮527號",2300,120.2022239,23.2030401
"鄉村故事旅棧","台南市 官田區西庄村4-22號",4600,120.3550808,23.1948768
"湖境渡假會館","台南市 官田區嘉南里92號",2600,120.3391213,23.1777403
"維夏渡假旅館","台南市 學甲區自強路101號",1920,120.179714,23.2284211
"西港歇腳居","台南市 西港區慶安里中洲21之89號",3800,120.1982679,23.12064
"欖人民宿","台南市 七股區十份村13鄰74-10號",2000,120.1011836,23.1195166
"一分多田園民宿","台南市 七股區樹林里樹林126-12號",3000,120.1546311,23.1113032
"黑琵的家","台南市 七股區義合村61-1號",960,120.1011836,23.1195166
"春園農場","台南市 七股區看坪村46之10號",2000,120.1011836,23.1195166
"鹽鄉民宿","台南市 北門區永華里井仔腳57號",2000,120.1079183,23.2594116
"南科商務旅館","台南市 善化區成功路252號",2300,120.3127418,23.128724
"巧遇南科民宿","台南市 新市區社內里153之17號",1500,120.2801166,23.0765802
"迎嘉花園酒店","台南市 新市區大營里133號",1688,120.3118375,23.0994096
"歐味思山莊","台南市 玉井區沙田村85號",3200,120.4877843,23.1018322
"桃花心木林","台南市 南化區南化村32號",1280,120.476417,23.043118
"微風山谷","台南市 南化區北平里88號",2400,120.4530456,23.0722287
"晨曦山莊","台南市 左鎮區光和里39號",2000,120.3752561,23.0645624
"青森精品商旅","台南市 歸仁區南興里文化街三段529號",1980,120.2768721,22.9705801
"旅行家民宿","台南市 永康區小北路與公園路交叉口",1680,120.2149371,23.0209447
"永保安康大灣居宿","台南市 永康區中灣五街16巷37號2F",1480,120.2695782,23.0071186
"劍橋(永康館)","台南市 永康區新行街128號",NA,120.2423344,23.0412462
"怡家 背包客棧","台南市 永康區中華路280巷18弄9號7樓",600,120.235907,23.0062799
"致穩人文商旅","台南市 永康區中正北路56之20號",2900,120.2401437,23.0413332
"華南大飯店","台南市 永康區中華路152-1號",1280,120.23551,23.00341
"麥克阿舍","台南市 東區大同路二段640巷12號",1800,120.2149324,22.9687673
"橘子椪柑","台南市 東區府連東路18號",550,120.2170743,22.9845321
"溫馨小築","台南市 東區立德二路54巷2號",1400,120.2166324,22.9750718
"南築雅室","台南市 東區東和路",1480,120.2275133,22.9984532
"KK House","台南市 東區南紡夢時代附近",NA,120.233932,22.990371
"優客屋","台南市 東區榮譽街",1080,120.218398,22.975228
"肆房","台南市 東區東和路3號",790,120.2304878,22.9988009
"英倫洋房民宿","台南市 東區富農一段83號",1500,120.2341572,22.9807856
"兩米巷","台南市 東區青年路293巷5號",1880,120.213612,22.9919011
"鐵道老房","台南市 東區大同路二段",1500,120.2152639,22.9707328
"慢步南國","台南市 東區民族路一段（近南一中）",750,120.2137598,22.9943823
"天森61號館","台南市 東區崇德六街",1180,120.2273687,22.9757461
"台南夢Style","台南市 東區中華東路",1080,120.2241397,22.9752626
"皇賓大飯店","台南市 東區中華東路三段452巷8弄16號",1900,120.2193396,22.9739398
"黃色風箏","台南市 東區東平路131號",1600,120.2300007,22.9952733
"ROOM 5.民宿","台南市 東區民族路一段18巷10號",1699,120.215231,22.9945992
"亞帝大飯店","台南市 東區東門路三段31號7樓",990,120.230751,22.980849
"亞伯大飯店","台南市 東區大同路二段617號",2400,120.2160261,22.9676707
"府城商旅","台南市 東區榮譽街292號",1280,120.221791,22.977634
"亞特旅店","台南市 東區中華東路三段452巷8弄8號",1300,120.2191376,22.9738956
"台南老爺行旅","台南市 東區中華東路一段368號",3960,120.2339624,22.993273
"童莊親子民宿","台南市 南區大同路二段",2800,120.2162096,22.9652878
"33HOUSE","台南市 南區金華路二段100巷33號",2000,120.192443,22.978328
"ToHouse 趣房子","台南市 南區褔吉一街12巷3號",1280,120.19411,22.9841821
"新都套房","台南市 南區新都路339號",1000,120.196424,22.9672021
"揚悅旅館","台南市 南區健康路二段487號",1600,120.1840155,22.9821829
"悠遊台南","台南市 南區永仁街30巷6號",1380,120.190511,22.9658651
"愛旅部落","台南市 南區夏林路",1000,120.1949463,22.9814464
"靜巷十号","台南市 南區金華路2段34巷10號",1480,120.1915573,22.9763722
"8又二分之一","台南市 南區大同路二段482巷11號",NA,120.2141686,22.9726984
"胖胖糖","台南市 南區五妃街419巷15號",1380,120.1958924,22.982329
"嗨樂園親子民宿","台南市 北區賢北街122號",3200,120.1827755,23.0092109
"傑克屋","台南市 北區臨安路二段91巷",500,120.1957111,23.0035792
"124巷花園","台南市 北區大港街",1600,120.1903882,23.0135661
"北歐旅居","台南市 北區大興街599號",1400,120.1788733,23.0074472
"FUNDI","台南市 北區成功路68巷27號",800,120.2068974,22.9989382
"奇遇果 keywe","台南市 北區西門路四段341巷",1450,120.208572,23.015789
"小木馬","台南市 北區國華街四段(近花園夜市)",2400,120.2004448,23.0011179
"勁屋 Kei House","台南市 北區開南街",2000,120.2250874,23.0060655
"包租女王","台南市 北區大港街",500,120.1903882,23.0135661
"牽手602","台南市 北區大興街602巷2號",650,120.1791251,23.0080191
"好友窩","台南市 北區大興街602巷",1600,120.1790012,23.0081138
"安平沐夏","台南市 北區賢北街108號",1800,120.1827755,23.0092109
"花園星空","台南市 北區實踐街103巷",1200,120.2206789,23.0145675
"台南Sun house","台南市 北區西門路三段",1200,120.2035199,23.0026667
"風鈴木","台南市 北區東豐路143巷2號",1100,120.2177474,23.0038051
"台南歐風民宿","台南市 北區開元路249巷35弄3號",880,120.2147147,23.0054167
"天下大飯店","台南市 北區成功路202號",3800,120.203536,22.9990529
"華都商務飯店","台南市 北區文賢路1192號",1700,120.1931781,23.018015
"新朝代飯店","台南市 北區成功路46號",3200,120.2080166,22.9980265
"富信大飯店","台南市 北區成功路336號",5500,120.2009439,22.9998595
"富朗飯店","台南市 北區成功路114號",2200,120.205378,22.9987331
"南寶大飯店","台南市 北區前鋒路318號",1100,120.2157599,23.0048553
"家新大飯店","台南市 北區海安路三段287號",2700,120.1997209,23.0079175
"首相大飯店","台南市 北區公園路128號",1600,120.207501,22.9987144
"鐵道大飯店","台南市 北區成功路2號",780,120.211063,22.9976771
"榮美精品商旅","台南市 北區海安路三段50號",2450,120.1994926,23.0018811
"均英商務飯店","台南市 北區中華北路二段9號",3000,120.1935971,23.0177264
"紀錄工坊","台南市 北區成功路68巷9號",1800,120.2065903,22.9984782
"東菁苑壹館","台南市 北區開元路92號3F",1500,120.2175857,23.0062753
"欣悅美學商旅","台南市 北區西門路三段138號",1550,120.203177,23.0020152
"微光宅","台南市 北區賢北街225巷",800,120.1813292,23.0097449
"南法小步舞曲","台南市 北區賢北街",NA,120.183011,23.0086008
"藍心屋","台南市 北區旭日街120巷26號",800,120.2136117,23.0099292
"壹拾三住房","台南市 北區海安路三段165號",1800,120.1996151,23.0053566
"22&36","台南市 北區成功路22巷36號(火車站前)",1180,120.2079953,23.008515
"Tavern L","台南市 北區成功路38號",700,120.2081065,22.9980642
"巴洛克洋房","台南市 北區立賢路一段603號",2200,120.2039118,23.0096764
"羽鋒民宿","台南市 安南區安明路四段1261號",3500,120.1347687,23.0756385
"初生活 initially life","台南市 安南區郡安路五段184巷108弄18號",900,120.1946286,23.0267234
"鄉下有房","台南市 安南區城北路866巷63號",2500,120.1318071,23.0791706
"來住安平","台南市 安平區安北路與世平路口",1680,120.1543945,23.0004927
"安平光影","台南市 安平區安平路500巷17弄26號",1800,120.1714529,22.9990805
"Antique House","台南市 安平區永華11街138號",3080,120.1723148,22.9916583
"裁縫師私人會館","台南市 安平區延平街122號",2400,120.1621765,23.0007701
"卡樂","台南市 安平區安平路546號",1680,120.1546677,22.9989072
"住好運","台南市 安平區安平路226號",2650,120.180017,22.9985427
"安平房小屋","台南市 安平區石門國小旁(近安平老街)",1600,120.1647036,22.9934043
"莫非工寓","台南市 安平區民權路",1400,120.1654457,23.0024505
"潔果民宿","台南市 安平區永華三街79號",1600,120.1814467,22.9919951
"柚子屋","台南市 安平區建平十四街",1600,120.1821141,22.9959326
"吾宅","台南市 安平區建平路與怡平路交街口",2000,120.182553,22.9896816
"現代單伸手","台南市 安平區同平路(台南觀光漁市旁)",2800,120.1527992,22.9952916
"自在安平","台南市 安平區安平路426巷(依蕾特布丁巷)",2200,120.174176,22.9986259
"安平心旅行","台南市 安平區育平八街與平豐路口",1380,120.1655216,22.9944416
"平安樹．宿","台南市 安平區安平路(平生路口)",2000,120.1639431,22.999703
"RE+Wood","台南市 安平區民權路四段393之1號",1390,120.1747008,22.9992764
"露比當家","台南市 安平區",880,120.1647036,22.9934043
"Dear 蒂兒","台南市 安平區民權路四段831號",1080,120.1663237,23.0020557
"Almost Home","台南市 安平區華平路563號",2000,120.1754049,22.9949625
"伊芙妮主題套房","台南市 安平區世平四街",980,120.1502971,22.996503
"嘗住安平","台南市 安平區古堡街62號",1180,120.161301,23.0024221
"左岸121","台南市 安平區建平十七街",1500,120.1800682,22.9975269
"浮雲遊子","台南市 安平區",1680,120.1647036,22.9934043
"賞花會館一館","台南市 安平區安平路702之2號",1300,120.1647317,22.9996341
"來去安平住一晚","台南市 安平區古堡街與延平街口",1600,120.1576527,23.0027808
"台南‧微調時光","台南市 安平區華平路",2500,120.1750459,22.9912643
"有點．宅","台南市 安平區建平路52號",2100,120.1819428,22.9854358
"理容院哈司托","台南市 安平區怡平路410巷37號",880,120.1748425,22.9946734
"安平旅居","台南市 安平區",1600,120.1647036,22.9934043
"唯樂親子民宿","台南市 安平區郡平路",2800,120.1674633,22.9891978
"樹說","台南市 安平區州平二街",3000,120.1507553,22.9982522
"安平八の船會館","台南市 安平區安億路142號",2280,120.1569584,22.9897422
"微日。光角","台南市 安平區文平路",1000,120.1782538,22.9901851
"波夏122","台南市 安平區育平八街122號",2600,120.1649997,22.9944557
"妹子","台南市 安平區世平一街8巷",1500,120.1512737,22.9954525
"米卡摩卡","台南市 安平區世平一街8巷60號",1500,120.1511265,22.9959258
"安平539","台南市 安平區慶平路539號15樓",600,120.1715072,22.9972205
"GA HOUSE","台南市 安平區光州路120號",2900,120.1597551,22.9922782
"安平典藏","台南市 安平區世平一街",1500,120.1481329,22.9934942
"同棧設計旅店","台南市 安平區古堡街70號",3980,120.1609212,23.0032311
"安平72號","台南市 安平區世平一街8巷72號",1500,120.1511265,22.9959258
"漫步巷弄","台南市 安平區運河路",2000,120.1588092,22.9968192
"荷蘭洋行","台南市 安平區國平路417號",1880,120.1713068,22.9946596
"平方宅邸","台南市 安平區安北路",6800,120.1543945,23.0004927
"台南安平水岸180","台南市 安平區同平路180號",3000,120.1527426,22.9946828
"作夥憩海邊","台南市 安平區州平一街",1500,120.1515045,22.9992529
"夏夏漁","台南市 安平區效忠街",2000,120.1635143,23.0010332
"緩步come home","台南市 安平區永華四街",1280,120.1800379,22.9887598
"安提詩民宿","台南市 安平區平通路400號",1000,120.1746953,22.9932405
"維悅酒店","台南市 安平區慶平路539號",2660,120.1715072,22.9972205
"臺邦商旅","台南市 安平區永華二街199號",2850,120.1844063,22.9888743
"油行尾","台南市 中西區府前路(近開山路)",3200,120.2045916,22.989087
"迪利小屋","台南市 中西區民生路二段",1680,120.1928657,22.9964656
"巧寓","台南市 中西區民權路三段與大新街路口",2400,120.1933076,22.9982223
"From House發浪家","台南市 中西區湖美一街",1600,120.181171,23.0021071
"說故事","台南市 中西區青年路15號",1400,120.2060653,22.9925242
"義樓","台南市 中西區協和街(近美麗街)",2400,120.1920117,23.0009594
"Home台南","台南市 中西區西賢里11鄰西賢一街",2000,120.1776429,23.0020465
"靈魂公寓","台南市 中西區民族路二段(近火車站)",1980,120.2057033,22.9956728
"老房小屋","台南市 中西區大勇街(近海安路)",2400,120.1934839,22.9898423
"海安竺居","台南市 中西區康樂街282巷2號",1500,120.1968756,22.9991498
"台南六本木","台南市 中西區湖美一街",2300,120.181171,23.0021071
"84 in 台南","台南市 中西區忠孝街84號",1400,120.1971916,22.999863
"興居","台南市 中西區民權路與西門路口",1580,120.1933076,22.9982223
"友愛部屋","台南市 中西區友愛街146巷18號",4800,120.197789,22.992303
"邑宿","台南市 中西區新美街75號2樓3樓",1600,120.200235,22.995639
"大戶人家－安築","台南市 中西區西門路一段",3800,120.1976122,22.9857419
"保安57","台南市 中西區保安路(台南特色小吃街)",NA,120.1942737,22.9907552
"五樓-5th","台南市 中西區民族路二段(新光三越附近)",1980,120.2057033,22.9956728
"駐宅‧住窄","台南市 中西區民權路",3000,120.1933076,22.9982223
"維多莉亞行館","台南市 中西區西湖街",1800,120.1848919,23.0034695
"築樂窩","台南市 中西區府前路一段109號",2180,120.2087607,22.9888223
"湧福驛站","台南市 中西區永華路一段144巷37號",1600,120.1930841,22.9888297
"台南夢想","台南市 中西區北門路一段（火車站附近）",800,120.2116579,22.9932589
"鳥。居","台南市 中西區民權路四段112巷",2000,120.1832628,23.000848
"寄屋","台南市 中西區台南火車站旁",800,120.1964522,22.9948212
"幸運草民宿","台南市 中西區西門路一段493號",1500,120.1973772,22.9824694
"T.A.M","台南市 中西區北門路一段",1100,120.2116579,22.9932589
"府城巷弄","台南市 中西區西門路二段民權路口(金格長崎蛋糕旁)",1300,120.1977304,22.9904876
"禾悅館","台南市 中西區海安路",2800,120.1972918,22.9968601
"台南花園","台南市 中西區金華路三段209號",980,120.193335,22.9944796
"西門胡同驛棧","台南市 中西區孔廟文化園區旁",3000,120.1964522,22.9948212
"台南.廟口","台南市 中西區民族路二段",1080,120.2057033,22.9956728
"米街135","台南市 中西區新美街(近赤崁樓)",2400,120.2009336,22.996857
